 Si Density=2.33
 Energy(eV), Delta, Beta
  5480.36328  1.64824105E-05  7.70036138E-07
  5487.94873  1.64364628E-05  7.65942445E-07
  5495.54395  1.63906498E-05  7.61870865E-07
  5503.15039  1.63449604E-05  7.5781935E-07
  5510.7666  1.62994002E-05  7.53790857E-07
  5518.39404  1.62539654E-05  7.49783794E-07
  5526.03125  1.62086581E-05  7.4579799E-07
  5533.68018  1.61634744E-05  7.41831968E-07
  5541.33838  1.6118418E-05  7.37887035E-07
  5549.0083  1.60734762E-05  7.33961031E-07
  5556.68799  1.60286636E-05  7.30054808E-07
  5564.37891  1.59839747E-05  7.26170583E-07
  5572.08057  1.59394076E-05  7.22306993E-07
  5579.79248  1.58949679E-05  7.1846398E-07
  5587.51465  1.58506537E-05  7.1464035E-07
  5595.24805  1.58064613E-05  7.10838265E-07
  5602.99219  1.57623908E-05  7.07056188E-07
  5610.74707  1.57184422E-05  7.03293153E-07
  5618.5127  1.56746191E-05  6.99551379E-07
  5626.28906  1.56309161E-05  6.95829499E-07
  5634.07617  1.55873186E-05  6.92125184E-07
  5641.87354  1.55438447E-05  6.88439172E-07
  5649.68262  1.55004873E-05  6.84773681E-07
  5657.50146  1.54572535E-05  6.81128029E-07
  5665.33203  1.54141362E-05  6.77501532E-07
  5673.17334  1.53711408E-05  6.73893226E-07
  5681.0249  1.5328269E-05  6.70305496E-07
  5688.8877  1.52855155E-05  6.66736696E-07
  5696.76123  1.52428793E-05  6.63186995E-07
  5704.64648  1.52003586E-05  6.59654859E-07
  5712.5415  1.51579634E-05  6.56143015E-07
  5720.44824  1.5115681E-05  6.52648964E-07
  5728.36572  1.50735186E-05  6.49170715E-07
  5736.29395  1.50314745E-05  6.45712191E-07
  5744.23291  1.49895486E-05  6.42272198E-07
  5752.18311  1.49477391E-05  6.38850508E-07
  5760.14453  1.49060443E-05  6.35445815E-07
  5768.11719  1.48644658E-05  6.32060392E-07
  5776.10059  1.48230038E-05  6.28692987E-07
  5784.09473  1.4781659E-05  6.25342579E-07
  5792.1001  1.47404289E-05  6.22011044E-07
  5800.11621  1.46993143E-05  6.18697356E-07
  5808.14404  1.46583134E-05  6.15401177E-07
  5816.18262  1.4617417E-05  6.12120459E-07
  5824.23291  1.45766244E-05  6.0885759E-07
  5832.29346  1.45359509E-05  6.05612286E-07
  5840.36572  1.44953883E-05  6.02384148E-07
  5848.44922  1.44549367E-05  5.99172211E-07
  5856.54346  1.44146024E-05  5.9597852E-07
  5864.64941  1.43743773E-05  5.92801712E-07
  5872.76611  1.43342668E-05  5.89642013E-07
  5880.89453  1.42942663E-05  5.8649789E-07
  5889.03369  1.42543786E-05  5.83371786E-07
  5897.18457  1.42146009E-05  5.80262281E-07
  5905.34668  1.41749333E-05  5.7716818E-07
  5913.51953  1.41353812E-05  5.7408829E-07
  5921.70459  1.40959346E-05  5.710246E-07
  5929.8999  1.40566026E-05  5.67977565E-07
  5938.10742  1.40173752E-05  5.64945594E-07
  5946.32617  1.39782596E-05  5.61930847E-07
  5954.55566  1.39392569E-05  5.589323E-07
  5962.79785  1.39003541E-05  5.55948475E-07
