 W Density=19.3
 Energy(eV), Delta, Beta
  11929.8027  2.05124834E-05  3.30554462E-06
  11939.4766  2.04837252E-05  3.29569025E-06
  11949.1582  2.0455007E-05  3.28586475E-06
  11958.8467  2.04263288E-05  3.27606858E-06
  11968.5439  2.03976833E-05  3.26630106E-06
  11978.25  2.03690797E-05  3.25656333E-06
  11987.9619  2.03405161E-05  3.24686062E-06
  11997.6826  2.03119944E-05  3.23718064E-06
  12007.4121  2.02361116E-05  3.22752908E-06
  12017.1484  2.01098846E-05  3.21790753E-06
  12026.8926  1.99840088E-05  3.20831464E-06
  12036.6445  1.98584912E-05  3.19875039E-06
  12046.4053  1.97333247E-05  3.18921434E-06
  12056.1738  1.96085111E-05  3.17970671E-06
  12065.9492  1.94840559E-05  3.17022818E-06
  12075.7334  1.93599499E-05  3.1607774E-06
  12085.5264  1.92361895E-05  3.15135412E-06
  12095.3262  1.9112782E-05  3.14195995E-06
  12105.1338  1.91003273E-05  3.59364617E-06
  12114.9502  1.91803429E-05  3.58341072E-06
  12124.7744  1.92600492E-05  3.57320482E-06
  12134.6064  1.93393189E-05  3.56303303E-06
  12144.4453  1.94184122E-05  3.5528858E-06
  12154.293  1.94971963E-05  3.54276631E-06
  12164.1484  1.95756747E-05  3.53267637E-06
  12174.0127  1.96538458E-05  3.52261463E-06
  12183.8848  1.97317149E-05  3.51258177E-06
  12193.7646  1.98092785E-05  3.50257733E-06
  12203.6523  1.98212711E-05  3.49260154E-06
  12213.5479  1.98042999E-05  3.4826553E-06
  12223.4512  1.97873305E-05  3.47273658E-06
  12233.3633  1.97703648E-05  3.46284605E-06
  12243.2832  1.97533991E-05  3.45298395E-06
  12253.2109  1.97364407E-05  3.44314981E-06
  12263.1465  1.97194695E-05  3.43334955E-06
  12273.0908  1.97025147E-05  3.42357089E-06
  12283.042  1.96855635E-05  3.41382065E-06
  12293.0039  1.96686105E-05  3.4040977E-06
  12302.9717  1.96516667E-05  3.39440226E-06
  12312.9473  1.96347282E-05  3.38473546E-06
  12322.9326  1.96177898E-05  3.37509618E-06
  12332.9248  1.9600855E-05  3.36548328E-06
  12342.9248  1.95839275E-05  3.35589857E-06
  12352.9346  1.95669963E-05  3.34634024E-06
  12362.9502  1.95500725E-05  3.33681078E-06
  12372.9756  1.9533154E-05  3.32730747E-06
  12383.0088  1.95162338E-05  3.31783076E-06
  12393.0498  1.94993227E-05  3.30838225E-06
  12403.0996  1.94776549E-05  3.29894374E-06
  12413.1562  1.94554505E-05  3.28953593E-06
  12423.2227  1.94332752E-05  3.28014949E-06
  12433.2959  1.94111217E-05  3.27079056E-06
  12443.3779  1.938899E-05  3.26145778E-06
  12453.4688  1.93668748E-05  3.25215183E-06
  12463.5674  1.93447831E-05  3.24287248E-06
  12473.6729  1.93227152E-05  3.23361996E-06
  12483.7881  1.93006636E-05  3.22439337E-06
  12493.9111  1.9278632E-05  3.21519315E-06
  12504.042  1.92566258E-05  3.2060193E-06
  12514.1807  1.92346397E-05  3.19687206E-06
  12524.3281  1.92126736E-05  3.18775051E-06
  12534.4844  1.91907238E-05  3.17865488E-06
  12544.6484  1.91687996E-05  3.1695854E-06
  12554.8203  1.91468844E-05  3.16054616E-06
  12565.002  1.91249965E-05  3.15152761E-06
  12575.1895  1.91031359E-05  3.14253612E-06
  12585.3867  1.90812934E-05  3.13357032E-06
  12595.5928  1.90592746E-05  3.1246268E-06
  12605.8066  1.90354804E-05  3.11568988E-06
  12616.0283  1.90117171E-05  3.10677933E-06
  12626.2578  1.89879793E-05  3.09789357E-06
  12636.4971  1.89642651E-05  3.0890335E-06
  12646.7432  1.89405819E-05  3.08019889E-06
  12656.998  1.89169241E-05  3.07138907E-06
  12667.2607  1.88932954E-05  3.06260563E-06
  12677.5332  1.88696904E-05  3.0538456E-06
  12687.8135  1.88461108E-05  3.04511173E-06
  12698.1016  1.88225549E-05  3.03640718E-06
  12708.3984  1.87990299E-05  3.02772287E-06
  12718.7041  1.87755304E-05  3.01906266E-06
  12729.0166  1.87520636E-05  3.01042905E-06
  12739.3389  1.87286205E-05  3.00181887E-06
  12749.6689  1.87052046E-05  2.99323301E-06
  12760.0068  1.86818161E-05  2.98467307E-06
  12770.3545  1.86584493E-05  2.9761361E-06
  12780.71  1.86351135E-05  2.96762482E-06
  12791.0723  1.86118068E-05  2.95913742E-06
  12801.4453  1.8588169E-05  2.95066866E-06
  12811.8262  1.85637527E-05  2.94221309E-06
  12822.2139  1.8539371E-05  2.93378253E-06
  12832.6113  1.85150166E-05  2.92537538E-06
  12843.0176  1.84906912E-05  2.91699166E-06
  12853.4316  1.84663895E-05  2.90863704E-06
  12863.8545  1.84421242E-05  2.90030198E-06
  12874.2852  1.84178934E-05  2.89199124E-06
  12884.7246  1.839369E-05  2.88370393E-06
  12895.1738  1.8369512E-05  2.87543912E-06
  12905.6299  1.83453703E-05  2.86720001E-06
  12916.0947  1.83212578E-05  2.85898363E-06
  12926.5684  1.82971726E-05  2.85079068E-06
  12937.0498  1.82731219E-05  2.8426216E-06
  12947.54  1.82490967E-05  2.83447571E-06
  12958.04  1.82250988E-05  2.82635301E-06
  12968.5469  1.82011372E-05  2.81825396E-06
  12979.0635  1.81772011E-05  2.81017719E-06
  12989.5869  1.81532923E-05  2.8021293E-06
  13000.1211  1.81294217E-05  2.79409483E-06
  13010.6621  1.81051728E-05  2.786084E-06
  13021.2129  1.80805691E-05  2.77808272E-06
  13031.7705  1.80560037E-05  2.77010508E-06
  13042.3379  1.80314692E-05  2.76215019E-06
  13052.915  1.80069619E-05  2.75421758E-06
  13063.499  1.79824892E-05  2.74630861E-06
  13074.0908  1.79580529E-05  2.73842238E-06
  13084.6934  1.79336421E-05  2.73055798E-06
  13095.3037  1.79092658E-05  2.72271677E-06
  13105.9219  1.78849223E-05  2.71489807E-06
  13116.5498  1.78606097E-05  2.7071012E-06
  13127.1846  1.78363334E-05  2.69932775E-06
  13137.8301  1.78120808E-05  2.6915759E-06
  13148.4834  1.77878592E-05  2.6838502E-06
  13159.1455  1.77636721E-05  2.67614269E-06
  13169.8154  1.77395214E-05  2.66845791E-06
  13180.4951  1.77153979E-05  2.66079564E-06
  13191.1826  1.7691309E-05  2.65315452E-06
  13201.8799  1.76672493E-05  2.64553546E-06
  13212.584  1.76432222E-05  2.63793845E-06
  13223.2988  1.76188059E-05  2.63035417E-06
  13234.0215  1.75942587E-05  2.622789E-06
  13244.7529  1.7569746E-05  2.6152461E-06
  13255.4922  1.7545266E-05  2.60772458E-06
  13266.2412  1.75208188E-05  2.60022443E-06
  13276.999  1.74964061E-05  2.59274634E-06
  13287.7646  1.74720244E-05  2.58528917E-06
  13298.54  1.74476772E-05  2.57785382E-06
  13309.3232  1.74233573E-05  2.57044394E-06
  13320.1152  1.73990775E-05  2.56305111E-06
  13330.916  1.73748303E-05  2.55567988E-06
  13341.7266  1.73506123E-05  2.54832958E-06
  13352.5449  1.73264307E-05  2.54100019E-06
  13363.373  1.73022781E-05  2.53369194E-06
  13374.209  1.7278162E-05  2.52640552E-06
  13385.0537  1.72540786E-05  2.51913934E-06
  13395.9072  1.72300279E-05  2.51189431E-06
  13406.7695  1.72060081E-05  2.50466996E-06
  13417.6406  1.71820229E-05  2.49746654E-06
  13428.5215  1.71580687E-05  2.49028403E-06
  13439.4102  1.7133736E-05  2.48310857E-06
  13450.3076  1.71093961E-05  2.47595608E-06
  13461.2139  1.70850963E-05  2.46882087E-06
  13472.1299  1.70608273E-05  2.46170589E-06
  13483.0547  1.70365947E-05  2.45461138E-06
  13493.9873  1.70123931E-05  2.44753778E-06
  13504.9307  1.6988226E-05  2.44048397E-06
  13515.8799  1.69640971E-05  2.43345153E-06
  13526.8408  1.69399955E-05  2.42643819E-06
  13537.8086  1.69159321E-05  2.41944599E-06
  13548.7861  1.68919014E-05  2.41247335E-06
  13559.7734  1.68678998E-05  2.40552072E-06
  13570.7686  1.68439365E-05  2.39858878E-06
  13581.7734  1.68200022E-05  2.39167616E-06
  13592.7871  1.67961043E-05  2.38478333E-06
  13603.8086  1.67722392E-05  2.37791119E-06
  13614.8398  1.67484031E-05  2.37106178E-06
  13625.8789  1.67246071E-05  2.36422943E-06
  13636.9287  1.67008402E-05  2.3574155E-06
  13647.9863  1.66770642E-05  2.35062043E-06
  13659.0537  1.66530026E-05  2.34383378E-06
  13670.1299  1.66289792E-05  2.33706692E-06
  13681.2148  1.66049886E-05  2.33031983E-06
  13692.3086  1.65810343E-05  2.32359253E-06
  13703.4111  1.65571128E-05  2.31688455E-06
  13714.5225  1.6533224E-05  2.31019567E-06
  13725.6436  1.65093697E-05  2.30352612E-06
  13736.7744  1.64855483E-05  2.29687521E-06
  13747.9131  1.64617613E-05  2.29024431E-06
  13759.0615  1.64380072E-05  2.28363206E-06
  13770.2178  1.64142857E-05  2.27704277E-06
  13781.3838  1.63906006E-05  2.27046894E-06
  13792.5596  1.63669483E-05  2.26391444E-06
  13803.7432  1.63433306E-05  2.25737836E-06
  13814.9365  1.63197456E-05  2.25086137E-06
  13826.1387  1.62961969E-05  2.24436326E-06
  13837.3506  1.62726774E-05  2.23788334E-06
  13848.5703  1.62491942E-05  2.23142297E-06
  13859.7998  1.62257438E-05  2.22498079E-06
  13871.0391  1.62022279E-05  2.21855407E-06
  13882.2871  1.61785465E-05  2.21213895E-06
  13893.5439  1.61549033E-05  2.20574225E-06
  13904.8096  1.61312928E-05  2.19936464E-06
  13916.085  1.61077151E-05  2.19300455E-06
  13927.3701  1.60841719E-05  2.18666332E-06
  13938.6631  1.60606614E-05  2.18034415E-06
  13949.9658  1.60371856E-05  2.17403976E-06
  13961.2773  1.60137461E-05  2.16775311E-06
  13972.5986  1.59903375E-05  2.16148487E-06
  13983.9287  1.59669653E-05  2.15523528E-06
  13995.2686  1.5943624E-05  2.14900319E-06
  14006.6162  1.59203209E-05  2.14278953E-06
  14017.9736  1.58970488E-05  2.13659382E-06
  14029.3408  1.58738112E-05  2.13041562E-06
  14040.7168  1.58506045E-05  2.12425562E-06
  14052.1035  1.58274306E-05  2.11811312E-06
  14063.498  1.58042949E-05  2.11198881E-06
  14074.9014  1.57811919E-05  2.10588223E-06
  14086.3145  1.57581198E-05  2.09979316E-06
  14097.7373  1.57349477E-05  2.09371569E-06
  14109.1689  1.57116956E-05  2.08765459E-06
  14120.6094  1.56884817E-05  2.0816085E-06
  14132.0596  1.56653005E-05  2.075579E-06
  14143.5195  1.56421538E-05  2.0695677E-06
  14154.9883  1.56190381E-05  2.06357322E-06
  14166.4658  1.55959606E-05  2.0575967E-06
  14177.9531  1.5572914E-05  2.05163701E-06
  14189.4492  1.55499038E-05  2.04569528E-06
  14200.9561  1.55269227E-05  2.0397697E-06
  14212.4707  1.55039797E-05  2.0338623E-06
  14223.9961  1.54810659E-05  2.02797105E-06
  14235.5293  1.54581921E-05  2.02209822E-06
  14247.0742  1.5435342E-05  2.01624061E-06
  14258.626  1.54125319E-05  2.01040461E-06
  14270.1885  1.53897545E-05  2.00458157E-06
  14281.7598  1.53670098E-05  1.99877582E-06
  14293.3398  1.53443016E-05  1.99298688E-06
  14304.9307  1.53216224E-05  1.98721455E-06
  14316.5303  1.52989778E-05  1.98145858E-06
  14328.1387  1.5276215E-05  1.9757133E-06
  14339.7588  1.52534267E-05  1.96998212E-06
  14351.3867  1.52306757E-05  1.96426708E-06
  14363.0225  1.52079629E-05  1.95856956E-06
  14374.6699  1.51852773E-05  1.95288749E-06
  14386.3262  1.51626282E-05  1.94722247E-06
  14397.9912  1.51400127E-05  1.94157383E-06
  14409.667  1.51174281E-05  1.93594155E-06
  14421.3506  1.50948772E-05  1.93032884E-06
  14433.0459  1.50723599E-05  1.92472885E-06
  14444.749  1.50498781E-05  1.91914546E-06
  14456.4619  1.50274291E-05  1.91357822E-06
  14468.1836  1.50050146E-05  1.90802757E-06
  14479.917  1.49826292E-05  1.9024925E-06
  14491.6582  1.49602802E-05  1.8969738E-06
  14503.4102  1.49379603E-05  1.89147067E-06
  14515.1699  1.49156776E-05  1.88598381E-06
  14526.9404  1.48934269E-05  1.88051285E-06
  14538.7197  1.48712097E-05  1.87505759E-06
  14550.5078  1.4849028E-05  1.86961859E-06
  14562.3076  1.48267036E-05  1.86418788E-06
  14574.1152  1.48044091E-05  1.8587732E-06
  14585.9336  1.47821429E-05  1.85337592E-06
  14597.7607  1.47599139E-05  1.84799285E-06
  14609.5986  1.47377141E-05  1.84262444E-06
  14621.4453  1.47155524E-05  1.83727184E-06
  14633.3008  1.46934226E-05  1.83193492E-06
  14645.167  1.46713237E-05  1.82661336E-06
  14657.0439  1.46492575E-05  1.82130714E-06
  14668.9287  1.46272268E-05  1.81601683E-06
  14680.8232  1.4605228E-05  1.81074142E-06
  14692.7275  1.45832646E-05  1.80548147E-06
  14704.6416  1.45613303E-05  1.80023721E-06
  14716.5654  1.45394315E-05  1.79500773E-06
  14728.499  1.45175636E-05  1.78979337E-06
  14740.4414  1.44957294E-05  1.78459447E-06
  14752.3945  1.44739279E-05  1.77941081E-06
  14764.3574  1.44521555E-05  1.77424442E-06
  14776.3291  1.44304204E-05  1.769091E-06
  14788.3115  1.44086916E-05  1.76395054E-06
  14800.3027  1.43868674E-05  1.75881792E-06
  14812.3047  1.43650741E-05  1.7537003E-06
  14824.3154  1.43433163E-05  1.74859792E-06
  14836.3369  1.43215875E-05  1.74350942E-06
  14848.3662  1.42998979E-05  1.73843705E-06
  14860.4062  1.42782374E-05  1.73337889E-06
  14872.457  1.42566078E-05  1.72833552E-06
  14884.5176  1.42350118E-05  1.72330601E-06
  14896.5859  1.42134504E-05  1.71829208E-06
  14908.666  1.41919181E-05  1.71329236E-06
  14920.7559  1.41704186E-05  1.70830697E-06
  14932.8545  1.41489527E-05  1.70333897E-06
  14944.9629  1.41275204E-05  1.69838313E-06
  14957.0811  1.41061209E-05  1.69344196E-06
  14969.21  1.40847496E-05  1.68851398E-06
  14981.3486  1.40634129E-05  1.68360123E-06
  14993.4961  1.40421107E-05  1.6787028E-06
  15005.6543  1.40208376E-05  1.67381802E-06
  15017.8223  1.39995982E-05  1.66894802E-06
  15030.  1.39783415E-05  1.66408961E-06
  15038.6523  1.39632075E-05  1.66064774E-06
  15047.3096  1.39480908E-05  1.6572103E-06
  15055.9727  1.39329895E-05  1.65378219E-06
  15064.6396  1.39179056E-05  1.65035897E-06
  15073.3125  1.39028371E-05  1.64694541E-06
  15081.9902  1.3887784E-05  1.64353594E-06
  15090.6729  1.38727473E-05  1.64013636E-06
  15099.3594  1.38577307E-05  1.63674144E-06
  15108.0527  1.38427231E-05  1.63335585E-06
  15116.749  1.38277401E-05  1.62997526E-06
  15125.4521  1.38127671E-05  1.62660342E-06
  15134.1592  1.37978141E-05  1.62323636E-06
  15142.873  1.37828711E-05  1.61987862E-06
  15151.5898  1.37679508E-05  1.61652576E-06
  15160.3115  1.37530451E-05  1.61318212E-06
  15169.0391  1.37381539E-05  1.6098453E-06
  15177.7715  1.3723281E-05  1.60651291E-06
  15186.5098  1.37084198E-05  1.60318996E-06
  15195.252  1.36935778E-05  1.59987144E-06
  15204.001  1.36787494E-05  1.5965619E-06
  15212.7529  1.36639401E-05  1.59325714E-06
  15221.5107  1.36491453E-05  1.58996181E-06
  15230.2725  1.36343697E-05  1.58667092E-06
  15239.041  1.3619604E-05  1.58338855E-06
  15247.8135  1.36048593E-05  1.58011119E-06
  15256.5908  1.35901282E-05  1.57684292E-06
  15265.374  1.35754153E-05  1.57357897E-06
  15274.1621  1.35606633E-05  1.57032059E-06
  15282.9561  1.35458977E-05  1.56706483E-06
  15291.7539  1.35311493E-05  1.5638185E-06
  15300.5566  1.35164182E-05  1.56057649E-06
  15309.3662  1.3501698E-05  1.55734278E-06
  15318.1777  1.34869997E-05  1.55411703E-06
  15326.9961  1.34723159E-05  1.55089492E-06
  15335.8203  1.34576439E-05  1.54768145E-06
  15344.6484  1.34429929E-05  1.54447264E-06
  15353.4834  1.34283528E-05  1.54127304E-06
  15362.3223  1.34137326E-05  1.53807753E-06
  15371.166  1.33991252E-05  1.53489077E-06
  15380.0137  1.33845397E-05  1.5317089E-06
  15388.8682  1.33699641E-05  1.52853568E-06
  15397.7266  1.33554086E-05  1.52536688E-06
  15406.5918  1.33408639E-05  1.52220639E-06
  15415.4609  1.33263393E-05  1.51905056E-06
  15424.335  1.33118274E-05  1.51590359E-06
  15433.2148  1.32973328E-05  1.51276072E-06
  15442.0996  1.32828536E-05  1.50962649E-06
  15450.9883  1.32683936E-05  1.50649703E-06
  15459.8848  1.32539417E-05  1.50337576E-06
  15468.7842  1.32395098E-05  1.50025892E-06
  15477.6885  1.32250952E-05  1.49715095E-06
  15486.5986  1.32106934E-05  1.49404946E-06
  15495.5146  1.31963088E-05  1.49095183E-06
  15504.4355  1.31819379E-05  1.48786273E-06
  15513.3604  1.31675861E-05  1.48477818E-06
  15522.292  1.31531915E-05  1.48169931E-06
  15531.2275  1.31387978E-05  1.4786242E-06
  15540.168  1.31244178E-05  1.47555772E-06
  15549.1152  1.31100533E-05  1.472495E-06
  15558.0654  1.3095706E-05  1.46944126E-06
  15567.0215  1.30813733E-05  1.46639127E-06
  15575.9844  1.30670542E-05  1.46335003E-06
  15584.9521  1.30527524E-05  1.46031277E-06
  15593.9229  1.30384678E-05  1.45728404E-06
  15602.9014  1.30241951E-05  1.45425952E-06
  15611.8828  1.30099406E-05  1.45124363E-06
  15620.8701  1.29957034E-05  1.4482315E-06
  15629.8633  1.29814789E-05  1.44522789E-06
  15638.8604  1.29672717E-05  1.44222838E-06
  15647.8643  1.29530772E-05  1.43923717E-06
  15656.8711  1.29389018E-05  1.43625255E-06
  15665.8848  1.29247401E-05  1.43327134E-06
  15674.9033  1.29105938E-05  1.43029888E-06
  15683.9277  1.28964621E-05  1.42732995E-06
  15692.9561  1.28823476E-05  1.42437011E-06
  15701.9902  1.28682477E-05  1.4214138E-06
  15711.0293  1.28541624E-05  1.41846601E-06
  15720.0742  1.28400934E-05  1.41552175E-06
  15729.124  1.28260399E-05  1.41258613E-06
  15738.1787  1.28120018E-05  1.40965426E-06
  15747.2402  1.27979756E-05  1.40673046E-06
  15756.3037  1.27839721E-05  1.4038111E-06
  15765.376  1.27699777E-05  1.40089946E-06
  15774.4502  1.27559479E-05  1.39798885E-06
  15783.5332  1.27419171E-05  1.39508472E-06
  15792.6191  1.27279091E-05  1.39218525E-06
  15801.71  1.27139156E-05  1.38929397E-06
  15810.8066  1.26999366E-05  1.38640644E-06
  15819.9082  1.26859713E-05  1.38352698E-06
  15829.0156  1.26720224E-05  1.38065332E-06
  15838.1279  1.2658089E-05  1.37778375E-06
  15847.2461  1.26441691E-05  1.37492202E-06
  15856.3701  1.26302648E-05  1.37206428E-06
  15865.498  1.26163777E-05  1.3692146E-06
  15874.6309  1.26025079E-05  1.36636891E-06
  15883.7705  1.25886472E-05  1.36353083E-06
  15892.9131  1.25748084E-05  1.3606973E-06
  15902.0635  1.25609795E-05  1.35787081E-06
  15911.2178  1.25471688E-05  1.35504865E-06
  15920.377  1.25333727E-05  1.35223445E-06
  15929.543  1.25195893E-05  1.34942377E-06
  15938.7129  1.25058232E-05  1.34662127E-06
  15947.8887  1.24920734E-05  1.34382242E-06
  15957.0693  1.24783364E-05  1.34103141E-06
  15966.2559  1.24646149E-05  1.33824415E-06
  15975.4473  1.24509088E-05  1.33546473E-06
  15984.6436  1.24372182E-05  1.33268918E-06
  15993.8467  1.24235403E-05  1.32992091E-06
  16003.0537  1.24098806E-05  1.32715695E-06
  16012.2666  1.23962336E-05  1.3244005E-06
  16021.4834  1.23826048E-05  1.3216503E-06
  16030.707  1.23689324E-05  1.3189001E-06
  16039.9365  1.23552718E-05  1.31615707E-06
  16049.1709  1.23416294E-05  1.31341812E-06
  16058.4092  1.23280033E-05  1.31068703E-06
  16067.6543  1.231439E-05  1.30795934E-06
  16076.9033  1.2300794E-05  1.30523983E-06
  16086.1592  1.22872107E-05  1.30252329E-06
  16095.4189  1.22736437E-05  1.29981504E-06
  16104.6855  1.22600904E-05  1.29711009E-06
  16113.9561  1.22465544E-05  1.29441287E-06
  16123.2334  1.22330302E-05  1.29171906E-06
  16132.5146  1.22195224E-05  1.28903287E-06
  16141.8027  1.22060292E-05  1.28635043E-06
  16151.0947  1.21925523E-05  1.28367572E-06
  16160.3916  1.21790908E-05  1.28100658E-06
  16169.6963  1.21656394E-05  1.27834051E-06
  16179.0039  1.21522071E-05  1.27568239E-06
  16188.3193  1.21387866E-05  1.27302746E-06
  16197.6377  1.21253843E-05  1.27038038E-06
  16206.9619  1.21119965E-05  1.26773693E-06
  16216.293  1.20986197E-05  1.26510065E-06
  16225.6279  1.2085261E-05  1.26246812E-06
  16234.9678  1.2071916E-05  1.25984297E-06
  16244.3154  1.20585846E-05  1.25722113E-06
  16253.667  1.20452687E-05  1.25460679E-06
  16263.0225  1.2031971E-05  1.2519962E-06
  16272.3867  1.20186814E-05  1.24939243E-06
  16281.7539  1.20054056E-05  1.24679229E-06
  16291.126  1.19920996E-05  1.24419728E-06
  16300.5059  1.19788056E-05  1.24160545E-06
  16309.8887  1.19655297E-05  1.239021E-06
  16319.2793  1.19522656E-05  1.23643986E-06
  16328.6729  1.19390179E-05  1.23386656E-06
  16338.0723  1.19257847E-05  1.23129803E-06
  16347.4785  1.19125652E-05  1.22873325E-06
  16356.8887  1.18993621E-05  1.22617564E-06
  16366.3066  1.18861699E-05  1.2236211E-06
  16375.7275  1.18729959E-05  1.2210744E-06
  16385.1543  1.18598364E-05  1.218531E-06
  16394.5879  1.18466878E-05  1.21599419E-06
  16404.0254  1.18335593E-05  1.21346136E-06
  16413.4688  1.18204416E-05  1.21093547E-06
  16422.9199  1.18073349E-05  1.20841264E-06
  16432.373  1.179425E-05  1.20589777E-06
  16441.832  1.17811778E-05  1.20338586E-06
  16451.2988  1.17681157E-05  1.20088077E-06
  16460.7695  1.17550717E-05  1.19837921E-06
  16470.2461  1.17420404E-05  1.19588492E-06
  16479.7246  1.1729031E-05  1.19339438E-06
  16489.2129  1.17160262E-05  1.19090998E-06
  16498.7051  1.17030413E-05  1.18842945E-06
  16508.2051  1.16900655E-05  1.18595528E-06
  16517.709  1.16771071E-05  1.18348487E-06
  16527.2168  1.1664165E-05  1.18102173E-06
  16536.7305  1.16512356E-05  1.17856337E-06
  16546.25  1.16383108E-05  1.17610773E-06
  16555.7773  1.16253623E-05  1.17365585E-06
  16565.3066  1.16124338E-05  1.17120794E-06
  16574.8438  1.15995163E-05  1.16876652E-06
  16584.3848  1.15866151E-05  1.16632862E-06
  16593.9336  1.15737248E-05  1.1638972E-06
  16603.4844  1.15608536E-05  1.16146953E-06
  16613.043  1.15479934E-05  1.15904845E-06
  16622.6074  1.15351477E-05  1.15663067E-06
  16632.1777  1.15223165E-05  1.15421972E-06
  16641.752  1.15094999E-05  1.15181206E-06
  16651.332  1.14966979E-05  1.14941133E-06
  16660.918  1.14839086E-05  1.14701345E-06
  16670.5098  1.14711347E-05  1.14462262E-06
  16680.1055  1.14583763E-05  1.14223508E-06
  16689.709  1.14456298E-05  1.13985413E-06
  16699.3164  1.14328977E-05  1.13747819E-06
  16708.9316  1.14201794E-05  1.13510509E-06
  16718.5488  1.14074764E-05  1.13273938E-06
  16728.1738  1.13947881E-05  1.1303764E-06
  16737.8047  1.13821116E-05  1.12802024E-06
  16747.4395  1.13694514E-05  1.12566738E-06
  16757.082  1.1356804E-05  1.12332077E-06
  16766.7285  1.13441702E-05  1.12097757E-06
  16776.3789  1.13315546E-05  1.11864142E-06
  16786.0371  1.13189499E-05  1.11630789E-06
  16795.7012  1.13063579E-05  1.11398106E-06
  16805.3691  1.12937832E-05  1.1116573E-06
  16815.0449  1.1281204E-05  1.10933934E-06
  16824.7266  1.12686139E-05  1.10702319E-06
  16834.4102  1.12560419E-05  1.1047141E-06
  16844.1016  1.12434809E-05  1.10240785E-06
  16853.7988  1.12309326E-05  1.10010808E-06
  16863.502  1.12183998E-05  1.09781126E-06
  16873.209  1.12058806E-05  1.09552116E-06
  16882.9219  1.11933768E-05  1.09323594E-06
  16892.6426  1.11808849E-05  1.09095345E-06
  16902.3652  1.11684103E-05  1.08867778E-06
  16912.0977  1.11559448E-05  1.08640472E-06
  16921.834  1.11434956E-05  1.08413838E-06
  16931.5742  1.11310619E-05  1.08187533E-06
  16941.3223  1.11186382E-05  1.07961819E-06
  16951.0762  1.11062309E-05  1.07736423E-06
  16960.834  1.10938363E-05  1.07511676E-06
  16970.5977  1.10814572E-05  1.07287246E-06
  16980.3672  1.10690917E-05  1.07063431E-06
  16990.1426  1.10567389E-05  1.06839911E-06
  16999.9238  1.10444007E-05  1.06617051E-06
  17009.709  1.10320771E-05  1.06394475E-06
  17019.502  1.10197652E-05  1.06172524E-06
  17029.3008  1.10074661E-05  1.05950858E-06
  17039.1035  1.09951834E-05  1.0572985E-06
  17048.9121  1.09829143E-05  1.05509127E-06
  17058.7266  1.09706571E-05  1.0528903E-06
  17068.5469  1.09584153E-05  1.05069387E-06
  17078.373  1.09461862E-05  1.04850039E-06
  17088.2051  1.09339535E-05  1.04631192E-06
  17098.043  1.09217162E-05  1.04412482E-06
  17107.8867  1.09094926E-05  1.04194396E-06
  17117.7344  1.08972836E-05  1.03976618E-06
  17127.5879  1.088509E-05  1.03759464E-06
  17137.4473  1.08729082E-05  1.03542584E-06
  17147.3145  1.08607373E-05  1.03326306E-06
  17157.1855  1.0848582E-05  1.03110335E-06
  17167.0625  1.0836442E-05  1.02895001E-06
  17176.9473  1.08243121E-05  1.02679894E-06
  17186.8359  1.08121967E-05  1.02465435E-06
  17196.7285  1.08000986E-05  1.02251283E-06
  17206.6289  1.07880105E-05  1.02037723E-06
  17216.5352  1.07759361E-05  1.01824412E-06
  17226.4453  1.07638771E-05  1.01611772E-06
  17236.3613  1.07518317E-05  1.01399542E-06
  17246.2832  1.07397991E-05  1.01187618E-06
  17256.2129  1.07277765E-05  1.00976251E-06
  17266.1465  1.07157721E-05  1.00765192E-06
  17276.0879  1.07037768E-05  1.00554735E-06
  17286.0332  1.06917978E-05  1.00344539E-06
  17295.9844  1.06798316E-05  1.0013498E-06
  17305.9414  1.06678799E-05  9.99256827E-07
  17315.9023  1.0655941E-05  9.97169877E-07
  17325.873  1.06440129E-05  9.95085315E-07
  17335.8457  1.06321022E-05  9.93007347E-07
  17345.8262  1.06202033E-05  9.90931767E-07
  17355.8125  1.06083153E-05  9.88862098E-07
  17365.8047  1.05964236E-05  9.8679368E-07
  17375.8008  1.0584532E-05  9.84730377E-07
  17385.8027  1.05726549E-05  9.82670031E-07
  17395.8125  1.05607878E-05  9.80615027E-07
  17405.8281  1.05489353E-05  9.7856298E-07
  17415.8477  1.05370964E-05  9.76516844E-07
  17425.873  1.0525273E-05  9.74473551E-07
  17435.9043  1.05134604E-05  9.72435942E-07
  17445.9414  1.05016625E-05  9.70402766E-07
  17455.9863  1.04898745E-05  9.68371864E-07
  17466.0352  1.04781029E-05  9.66347102E-07
  17476.0898  1.04663441E-05  9.64325181E-07
  17486.1504  1.0454597E-05  9.62308718E-07
  17496.2168  1.04428645E-05  9.60295097E-07
  17506.2891  1.04311448E-05  9.58287046E-07
  17516.3672  1.04194387E-05  9.56281951E-07
  17526.4512  1.04077453E-05  9.54282427E-07
  17536.541  1.03960638E-05  9.52285575E-07
  17546.6367  1.03843968E-05  9.50294293E-07
  17556.7383  1.03727416E-05  9.4830574E-07
  17566.8457  1.03611001E-05  9.46322928E-07
  17576.957  1.03494749E-05  9.44342958E-07
  17587.0762  1.03378588E-05  9.42368331E-07
  17597.2012  1.03262564E-05  9.40396376E-07
  17607.3301  1.03146695E-05  9.38430333E-07
  17617.4668  1.03030916E-05  9.36467984E-07
